id,event_id,latitude,longitude,type,area,date_time,slope,state,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,VEG,canopy,fccs,fccs_number
RX310,RXFires,39.152,-112.367,RX,1.0,201608010000Z,10.0,UT,USA,49027,2810015000,0.1,0.2,0.0,0.0,0.0,0.0,0.75,0.07,0.0,0.0,0.03,10.0,12.0,12.0,22.0,130.0,150.0,1.33759884961,0.110860572402,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,85597.19051500001,0.011582,0.013667999999999998,0.119333,2.361076,0.006206000000000001,0.003342000000000001,0.001989,0.001424,0.028627,Greasewood shrubland,0.0,310,310
RX311,RXFires,37.147,-108.914,RX,1.0,201608010000Z,10.0,CO,USA,08083,2810015000,0.1,0.2,0.0,0.0,0.0,0.0,0.38,0.07,0.0,1.0,0.03,10.0,12.0,12.0,22.0,130.0,150.0,0.810573231508,0.066582265948,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,51863.454639999996,0.007010000000000001,0.008272,0.072193,1.4299559999999996,0.0037530000000000003,0.0020210000000000002,0.0012059999999999998,0.0008579999999999998,0.017321999999999997,Salt-desert shrubland,0.0,311,311
RX312,RXFires,41.308,-111.616,RX,1.0,201608010000Z,10.0,UT,USA,49057,2810015000,0.2,0.2,1.0,0.5,0.0,0.0,0.64,0.09,0.0,0.3,0.02,10.0,12.0,12.0,22.0,130.0,150.0,2.2583236222,0.293873024912,0.0825740933466,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,145933.23415899999,0.022694999999999996,0.026779999999999995,0.24117500000000003,4.249506,0.012342999999999996,0.005804000000000001,0.004009000000000001,0.002583,0.057609,Gambel oak woodland or shrubland,8.79,312,312
RX313,RXFires,41.004,-106.475,RX,1.0,201608010000Z,10.0,CO,USA,08057,2810015000,0.2,0.2,1.0,0.5,0.0,0.0,0.27,0.08,0.0,0.3,0.02,10.0,12.0,12.0,22.0,130.0,150.0,1.72656159422,0.26290480258,0.0825740933466,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,112097.277899,0.018311999999999995,0.021602999999999994,0.19649200000000003,3.3291180000000002,0.010002999999999996,0.004489000000000002,0.0032570000000000003,0.00203,0.046867000000000006,Mountain mahogany woodland or shrubland,1.42,313,313
RX314,RXFires,39.992864,-114.895782,RX,1.0,201608010000Z,10.0,NV,USA,32033,2810015000,0.1,0.4,1.7,4.4,13.6,0.0,0.43,0.12,1.5,0.2,0.08,10.0,12.0,12.0,22.0,130.0,150.0,7.43481903692,4.39786300573,2.47838388837,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,533427.339666,0.16832599999999995,0.19862199999999997,1.9765589999999995,21.830489000000007,0.09616099999999997,0.024221,0.032388,0.014019000000000004,0.4655639999999999,Limber pine - Bristlecone pine forest,7.45,314,314
RX315,RXFires,43.34,-110.371,RX,1.0,201608010000Z,10.0,WY,USA,56039,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.5,0.07,10.0,12.0,12.0,22.0,130.0,150.0,1.20150272286,0.0632369854139,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,76414.788857,0.0098,0.011565,0.099551,2.0702089999999997,0.005215,0.002965,0.0016650000000000002,0.00124,0.023934,Interior alpine forb grassland,0.0,315,315
RX316,RXFires,40.591325,-124.308916,RX,1.0,201608010000Z,10.0,CA,USA,06023,2810015000,0.1,0.1,0.0,0.0,0.0,0.0,7.81,0.27,0.0,0.0,0.03,10.0,12.0,12.0,22.0,130.0,150.0,20.7414609511,1.46256387604,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,1322888.65661,0.175325,0.20687699999999998,1.7965510000000002,36.254653999999995,0.093668,0.05152,0.030008999999999997,0.021763999999999995,0.4314,Northern California coastal shrubland,0.0,316,316
RX317,RXFires,40.52,-111.821,RX,1.0,201608010000Z,10.0,UT,USA,49035,2810015000,0.2,0.8,1.3,0.5,0.5,0.0,0.2,0.09,5.0,0.5,0.01,10.0,12.0,12.0,22.0,130.0,150.0,3.15444175413,1.78623022409,2.55649583234,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,227123.903912,0.09502700000000001,0.11212299999999999,1.136819,11.239325999999998,0.054805,0.011566999999999997,0.018581000000000004,0.007334,0.267105,Rocky Mountain maple forest,0.79,317,317
RX318,RXFires,40.909642,-124.115819,RX,1.0,201608010000Z,10.0,CA,USA,06023,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,1.0,0.06,10.0,12.0,12.0,22.0,130.0,150.0,1.12620419967,0.0592739052458,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,71625.82407099998,0.009184000000000001,0.010837999999999999,0.093319,1.9404679999999999,0.004887,0.002781,0.001562,0.0011660000000000002,0.022435999999999998,Generic wetland grassland,0.0,318,318
RX319,RXFires,48.463,-120.963,RX,1.0,201608010000Z,10.0,WA,USA,53007,2810015000,0.3,0.4,0.9,1.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0,10.0,12.0,12.0,22.0,130.0,150.0,1.83891147886,0.440280880128,0.177748872552,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,121683.47039100001,0.023651,0.027911999999999996,0.2617419999999999,3.89362,0.013118,0.005006000000000002,0.004322000000000003,0.0024050000000000005,0.062152,Avalanche and landslide chute forest,2.33,319,319
RX32,RXFires,33.673877,-106.365782,RX,1.0,201608010000Z,10.0,NM,USA,35027,2810015000,0.1,0.9,1.3,1.4,0.0,0.0,0.01,0.0,6.8,0.6,0.0,10.0,12.0,12.0,22.0,130.0,150.0,1.66190852624,1.27997830972,2.29412068567,3.09117739648e-06,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,126821.70107400001,0.07138699999999996,0.084241,0.8683750000000002,7.707809000000001,0.041524000000000005,0.007261,0.014164000000000006,0.0051210000000000006,0.2035909999999999,Ponderosa pine / Pinyon pine - Juniper forest,8.17,32,32
RX320,RXFires,45.857097,-115.982463,RX,1.0,201608010000Z,10.0,ID,USA,16049,2810015000,0.7,2.1,4.4,0.7,3.5,0.0,0.33,0.05,9.7,1.7,0.06,10.0,12.0,12.0,22.0,130.0,150.0,8.97941375184,3.80638933748,4.8997951943,0.0105707612162,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,622614.0080629999,0.20984,0.24761900000000003,2.4699269999999998,26.914284,0.12001399999999997,0.029610999999999995,0.040463000000000006,0.017317000000000003,0.5815870000000002,Western larch forest,8.91,320,320
RX34,RXFires,40.922,-110.152,RX,1.0,201608010000Z,10.0,UT,USA,49043,2810015000,0.1,1.5,4.0,2.0,3.0,5.0,0.88,0.14,3.5,1.0,0.06,10.0,12.0,12.0,22.0,130.0,150.0,8.04263189968,3.36232336913,3.06640680126,5.37468582922e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,555500.9858710001,0.16527099999999997,0.19502099999999997,1.9256719999999998,22.206480999999986,0.09404099999999999,0.025296000000000003,0.03158699999999999,0.014172,0.45404700000000003,Interior Douglas-fir - Ponderosa pine / Gambel oak forest,4.34,34,34
RX36,RXFires,37.007,-119.41,RX,1.0,201608010000Z,10.0,CA,USA,06019,2810015000,0.5,0.5,1.0,1.0,1.0,0.2,1.58,0.2,0.6,1.0,0.2,10.0,12.0,12.0,22.0,130.0,150.0,5.13148332305,0.962806633184,0.50950515109,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,335728.407266,0.06181299999999999,0.07293599999999997,0.6773710000000003,10.513595999999998,0.03410999999999999,0.013754999999999996,0.011206000000000004,0.0064680000000000015,0.1610759999999999,Live oak - Blue oak woodland,1.21,36,36
RX37,RXFires,37.797,-118.908,RX,1.0,201608010000Z,10.0,CA,USA,06051,2810015000,0.1,1.0,1.5,1.2,2.5,0.0,3.02,0.16,3.1,2.0,0.15,10.0,12.0,12.0,22.0,130.0,150.0,6.50111196524,1.96884404191,1.83456583075,0.000102053795451,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,436969.42255300004,0.11046700000000001,0.13034699999999996,1.2644029999999995,16.013053000000006,0.06228899999999999,0.019183000000000002,0.020787000000000003,0.01009,0.29884700000000014,Ponderosa pine - Jeffrey pine forest,8.62,37,37
RX38,RXFires,41.284,-123.933,RX,1.0,201608010000Z,10.0,CA,USA,06023,2810015000,1.0,2.0,2.0,3.0,3.0,7.0,0.63,0.16,0.0,0.8,0.04,10.0,12.0,12.0,22.0,130.0,150.0,8.05823332104,2.93742245044,1.71258618437,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,548673.061478,0.13588999999999996,0.16034599999999993,1.5541979999999997,19.761898999999996,0.076597,0.023718,0.025555,0.012445,0.367381,Douglas-fir - Madrone / Tanoak forest,18.8,38,38
RX4,RXFires,44.406,-109.382,RX,1.0,201608010000Z,10.0,WY,USA,56029,2810015000,0.2,0.3,3.8,0.0,0.0,0.0,2.96,0.54,23.5,1.5,0.06,10.0,12.0,12.0,22.0,130.0,150.0,13.4842887855,8.75217461379,14.8108610146,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,993667.0420099999,0.489074,0.5771089999999998,5.906724,54.98723999999999,0.2834420000000001,0.053973999999999994,0.09642500000000001,0.036248000000000016,1.3861459999999999,Douglas-fir / Ceanothus forest,3.75,4,4
RX40,RXFires,33.962,-106.183,RX,1.0,201608010000Z,10.0,NM,USA,35053,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.06,0.0,0.0,0.024,10.0,12.0,12.0,22.0,130.0,150.0,0.935576017238,0.0589283414666,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,59627.34784600001,0.007793,0.009195,0.079559,1.6255080000000002,0.004155000000000001,0.0023220000000000003,0.0013270000000000003,0.000977,0.019116,Tobosa - Grama grassland,0.0,40,40
RX401,RXFires,43.838923,-76.070338,RX,1.0,201608010000Z,10.0,NY,USA,36045,2810015000,0.2,1.0,2.0,2.0,0.0,0.0,2.41,0.15,5.8,1.2,0.05,10.0,12.0,12.0,22.0,130.0,150.0,9.74351719424,3.00705689637,3.5467758826,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,656310.18411,0.179697,0.21204300000000004,2.0736830000000004,25.184010999999987,0.10175599999999999,0.029515,0.034057000000000004,0.015959000000000004,0.4895889999999999,Recently logged timberland - Shrubland cover,0.19,401,401
RX403,RXFires,34.695218,-94.446847,RX,1.0,201608010000Z,10.0,OK,USA,05113,2810015000,0.3,0.7,1.0,0.0,0.0,0.0,0.4,0.07,0.0,0.2,0.07,10.0,12.0,12.0,22.0,130.0,150.0,1.80980009218,0.154158583692,0.02011,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,115863.641523,0.016072000000000006,0.018962000000000007,0.166543,3.2282809999999986,0.008627999999999999,0.004539000000000001,0.002779,0.0019429999999999994,0.03992200000000002,Ouachita montane oak forest,2.59,403,403
RX404,RXFires,36.199,-81.808,RX,1.0,201608010000Z,10.0,NC,USA,37189,2810015000,1.0,1.0,2.0,3.0,2.0,0.5,1.29,0.26,2.8,1.0,0.04,10.0,12.0,12.0,22.0,130.0,150.0,8.81850692283,2.58930307779,1.97651950938,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,591068.520233,0.14000100000000001,0.16520100000000001,1.5908680000000002,20.897369,0.07866599999999999,0.02547599999999999,0.026181000000000006,0.013107999999999995,0.376386,Southern and Central Appalachian cove forest,39.02,404,404
RX405,RXFires,35.251575,-83.787839,RX,1.0,201608010000Z,10.0,NC,USA,37075,2810015000,0.3,0.7,1.0,0.0,0.0,0.0,2.23,0.07,0.0,0.2,0.07,10.0,12.0,12.0,22.0,130.0,150.0,5.38728728739,0.394866914592,0.03922,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,344031.449431,0.04644200000000001,0.05479600000000002,0.4779880000000002,9.491899,0.024867000000000004,0.013434999999999996,0.007975999999999997,0.005706000000000003,0.11469800000000001,Central and Southern Appalachian montane oak forest,6.29,405,405
RX406,RXFires,33.62,-94.052,RX,1.0,201608010000Z,10.0,AR,USA,05081,2810015000,0.5,0.5,1.0,3.0,1.0,0.5,0.57,0.06,0.0,0.75,0.02,10.0,12.0,12.0,22.0,130.0,150.0,3.27169771679,0.545953058181,0.195339310127,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,213078.30930000002,0.03613199999999999,0.04263999999999999,0.39050599999999996,6.428897999999998,0.019804999999999993,0.008589999999999995,0.006477,0.003929000000000002,0.09304199999999999,West Gulf Coastal Plain mesic hardwood forest,21.52,406,406
RX407,RXFires,32.368,-84.134,RX,1.0,201608010000Z,10.0,GA,USA,13193,2810015000,0.6,1.2,1.6,1.5,1.8,0.0,0.4,0.06,0.8,1.0,0.024,10.0,12.0,12.0,22.0,130.0,150.0,4.83328132199,0.874970702099,0.362678640112,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,315742.01062899997,0.055750999999999995,0.065778,0.6067800000000002,9.695573000000001,0.030662,0.012818999999999999,0.010049,0.005943000000000001,0.144423,Southern Coastal Plain dry upland hardwood forest,18.2,407,407
RX408,RXFires,48.655385,-96.664598,RX,1.0,201608010000Z,10.0,MN,USA,27069,2810015000,0.2,0.5,1.0,1.5,0.0,0.0,0.92,0.13,1.0,0.5,0.01,10.0,12.0,12.0,22.0,130.0,150.0,3.64837822339,0.904349660599,0.655019308752,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,242005.47187200002,0.052452000000000006,0.061891999999999996,0.589056,8.187380999999995,0.029304,0.010240999999999997,0.009709,0.005098000000000002,0.13959000000000005,Eastern Great Plains tallgrass aspen parkland,6.08,408,408
RX409,RXFires,37.889869,-80.202306,RX,1.0,201608010000Z,10.0,WV,USA,54025,2810015000,0.1,0.2,0.2,0.1,0.0,0.0,0.18,0.16,0.0,0.5,0.04,10.0,12.0,12.0,22.0,130.0,150.0,0.865498871411,0.0895648085999,0.0165148186693,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,55619.070696,0.008059999999999996,0.009515,0.08442,1.5754979999999992,0.004348000000000003,0.002191000000000001,0.0014059999999999997,0.000946,0.020209999999999995,Appalachian shale barren woodland and grassland,2.54,409,409
RX41,RXFires,42.571,-113.197,RX,1.0,201608010000Z,10.0,ID,USA,16031,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,1.0,0.21,10.0,12.0,12.0,22.0,130.0,150.0,0.576857067525,0.0303608982908,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,36687.79167299999,0.004706999999999999,0.005554999999999999,0.04779900000000001,0.9939369999999998,0.002505,0.001423,0.0007970000000000001,0.000598,0.011498,Idaho fescue - Bluebunch wheatgrass grassland,0.0,41,41
RX410,RXFires,35.009839,-84.360004,RX,1.0,201608010000Z,10.0,TN,USA,47139,2810015000,0.1,0.5,0.5,0.1,0.0,0.0,4.03,0.04,0.2,1.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,9.43434042381,0.690406725701,0.12286783619,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,602352.6284539999,0.08219900000000001,0.096994,0.8481649999999996,16.696083000000005,0.04405700000000001,0.02356900000000001,0.014156999999999994,0.010036999999999996,0.20345900000000008,Southern Appalachian montane pine forest and woodland,3.29,410,410
RX411,RXFires,31.12,-99.294,RX,1.0,201608010000Z,10.0,TX,USA,48307,2810015000,0.2,0.4,0.8,0.2,0.0,0.0,0.75,0.18,0.0,0.2,0.046,10.0,12.0,12.0,22.0,130.0,150.0,1.99539168369,0.146946363619,0.0161577692238,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,127443.72209799998,0.017238000000000003,0.020343000000000003,0.177527,3.5189210000000015,0.009231999999999995,0.004980000000000001,0.002958,0.0021100000000000003,0.04260100000000001,Edwards Plateau limestone savanna and woodland,2.26,411,411
RX412,RXFires,45.290361,-70.849116,RX,1.0,201608010000Z,10.0,Unknown,Unknown,-9999,2810015000,0.2,0.7,0.7,0.0,0.0,0.0,1.38,0.03,0.0,1.0,0.0,10.0,12.0,12.0,22.0,130.0,150.0,3.39383566692,0.2523313283,0.027454001961,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,216787.48863500002,0.029358000000000006,0.034638000000000016,0.30244,5.988407999999999,0.015718000000000003,0.008468999999999996,0.005046000000000001,0.0036030000000000003,0.07257300000000003,Acadian - Appalachian alpine and subalpine woodlands and barrens,0.4,412,412
RX413,RXFires,44.816,-84.571,RX,1.0,201608010000Z,10.0,MI,USA,26039,2810015000,0.2,0.5,0.5,1.0,0.5,0.0,0.35,0.3,0.2,0.4,0.2,10.0,12.0,12.0,22.0,130.0,150.0,2.55076929822,0.571202745335,0.249293263015,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,168217.514438,0.03219600000000001,0.03799900000000001,0.355331,5.349626,0.017837000000000002,0.006919000000000002,0.005874000000000003,0.0033040000000000005,0.08441000000000003,Northern oak barren woodland and grassland,6.35,413,413
RX414,RXFires,36.058519,-86.293887,RX,1.0,201608010000Z,10.0,TN,USA,47189,2810015000,0.2,0.4,0.8,0.0,0.0,0.0,0.54,0.48,0.0,0.2,0.12,10.0,12.0,12.0,22.0,130.0,150.0,2.27917521932,0.17680980693,0.031376,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,145682.000321,0.020059000000000004,0.023662000000000006,0.20736200000000002,4.049791999999998,0.010756999999999994,0.005705000000000002,0.0034610000000000005,0.0024330000000000003,0.04972700000000001,Nashville Basin limestone glade and woodland,4.41,414,414
RX416,RXFires,37.451484,-89.333705,RX,1.0,201608010000Z,10.0,IL,USA,17181,2810015000,0.1,0.1,0.1,0.1,0.0,0.0,0.29,0.26,0.0,0.4,0.05,10.0,12.0,12.0,22.0,130.0,150.0,0.931909205286,0.0832411289253,0.0125928186693,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,59711.831784,0.008374999999999997,0.009878999999999995,0.08703900000000002,1.6708049999999992,0.0045070000000000015,0.0023420000000000003,0.0014489999999999996,0.0010019999999999996,0.020862000000000006,Calcareous glade and woodland,1.62,416,416
RX417,RXFires,31.506177,-93.177685,RX,1.0,201608010000Z,10.0,LA,USA,22069,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.2,0.08,10.0,12.0,12.0,22.0,130.0,150.0,0.491541400881,0.0258706000464,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,31261.744715,0.004012,0.004728,0.040724,0.8469300000000001,0.002136,0.001211,0.000681,0.0005099999999999999,0.009791000000000001,West Gulf Coastal Plain glade and barrens,0.2,417,417
RX418,RXFires,44.127714,-76.11847,RX,1.0,201608010000Z,10.0,NY,USA,36045,2810015000,0.1,0.1,0.1,0.1,0.0,0.0,0.11,0.26,0.0,0.4,0.04,10.0,12.0,12.0,22.0,130.0,150.0,0.69417657823,0.0694076016087,0.0125928186693,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,44577.142010999996,0.006417000000000001,0.0075720000000000015,0.06706100000000002,1.2593489999999994,0.0034620000000000007,0.0017539999999999995,0.0011129999999999994,0.0007620000000000002,0.016063000000000004,Great Lakes alvar savanna and shrubland,0.61,418,418
RX419,RXFires,30.636464,-98.677335,RX,1.0,201608010000Z,10.0,TX,USA,48299,2810015000,0.2,0.4,0.0,0.2,0.0,0.0,0.8,0.18,0.0,0.2,0.05,10.0,12.0,12.0,22.0,130.0,150.0,1.92664368657,0.142863620005,0.0161577692238,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,123065.773854,0.016666,0.019671000000000004,0.17173000000000002,3.3998270000000015,0.008929999999999995,0.004804000000000001,0.0028620000000000004,0.002043000000000001,0.04120300000000001,Llano Uplift acidic woodland and glade,2.29,419,419
RX42,RXFires,43.254,-110.295,RX,1.0,201608010000Z,10.0,WY,USA,56035,2810015000,0.3,0.7,1.8,9.0,0.6,0.0,0.01,0.36,5.0,1.3,0.04,10.0,12.0,12.0,22.0,130.0,150.0,8.2033057325,4.19752317433,3.40942909841,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,578955.1630310001,0.18601099999999998,0.21949599999999997,2.184486999999999,24.11096299999999,0.10626600000000001,0.026747999999999994,0.035797,0.015478000000000006,0.5145319999999999,Trembling aspen / Engelmann spruce forest,7.29,42,42
RX421,RXFires,38.806706,-84.1482,RX,1.0,201608010000Z,10.0,OH,USA,39025,2810015000,0.2,0.4,0.8,0.0,0.0,0.0,0.06,2.0,0.0,0.3,0.5,10.0,12.0,12.0,22.0,130.0,150.0,3.31549335059,0.227797851836,0.031376,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,211537.12886899998,0.028449000000000006,0.03357,0.292479,5.830437999999998,0.015217999999999995,0.008252999999999995,0.004877000000000002,0.003501000000000001,0.07020200000000004,Bluegrass savanna and woodland,10.78,421,421
RX422,RXFires,34.984347,-94.797291,RX,1.0,201608010000Z,10.0,OK,USA,40079,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.0,0.45,10.0,12.0,12.0,22.0,130.0,150.0,1.5344977881,0.090640304637,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,97720.48745799999,0.012675999999999998,0.014964999999999997,0.129222,2.6577279999999996,0.006754,0.0038,0.002161,0.0015929999999999996,0.031057,Arkansas Valley prairie and woodland,1.76,422,422
RX423,RXFires,34.945493,-84.959995,RX,1.0,201608010000Z,10.0,GA,USA,13313,2810015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.0,0.45,10.0,12.0,12.0,22.0,130.0,150.0,1.49444613443,0.086190120896,0.0,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,95142.90351,0.012315999999999999,0.014525000000000001,0.12540700000000002,2.5854599999999994,0.006557,0.003696,0.002094,0.0015500000000000002,0.030147000000000004,Highland Rim prairie and barrens,1.96,423,423
RX424,RXFires,27.423,-80.794,RX,1.0,201608010000Z,10.0,FL,USA,12093,2810015000,0.2,0.2,0.5,0.5,0.5,0.0,1.39,0.12,1.0,4.0,0.03,10.0,12.0,12.0,22.0,130.0,150.0,3.82333091909,2.70956254116,1.01957215981,3.14704,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,281268.46781299997,0.08979300000000001,0.10594599999999998,1.0572239999999997,11.496615999999994,0.05136200000000002,0.012637999999999998,0.017312,0.007392000000000001,0.24892899999999998,Southern Coastal Plain nonriverine cypress dome forest,11.15,424,424
RX425,RXFires,31.553,-88.643,RX,1.0,201608010000Z,10.0,MS,USA,28153,2810015000,0.5,0.5,1.0,1.5,0.5,0.0,2.55,0.06,2.0,1.5,0.02,10.0,12.0,12.0,22.0,130.0,150.0,6.91171582112,0.873915374715,0.589414900356,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,446236.284912,0.07461399999999999,0.088044,0.8032370000000001,13.437477,0.040825,0.01804800000000001,0.013315000000000002,0.008206999999999996,0.19148700000000007,Coastal Plain seepage swamp and baygall forest,21.89,425,425
RX426,RXFires,27.97,-97.785,RX,1.0,201608010000Z,10.0,TX,USA,48409,2810015000,0.2,0.4,0.8,0.2,0.5,0.0,0.3,0.24,0.7,0.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,1.5726926834,0.347521105986,0.331793062896,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,103728.81328300002,0.022723999999999994,0.026812999999999993,0.2553769999999999,3.5389470000000003,0.012703,0.0044220000000000015,0.004214000000000001,0.002202,0.060509999999999994,Tamaulipan riparian forest,11.27,426,426
RX427,RXFires,45.087,-83.683,RX,1.0,201608010000Z,10.0,MI,USA,26007,2810015000,0.4,1.0,2.0,4.0,2.0,0.0,0.47,0.02,3.0,4.0,0.003,10.0,12.0,12.0,22.0,130.0,150.0,9.24704741695,15.2026101252,20.915059784,32.5652781659,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,855222.9365079999,0.6666300000000001,0.7866260000000002,8.235311000000001,65.45248199999999,0.39090300000000006,0.055094,0.13405600000000004,0.044376,1.9269729999999996,Laurentian - Acadian alkaline swamp forest,6.76,427,427
RX428,RXFires,26.554711,-82.094141,RX,1.0,201608010000Z,10.0,Unknown,Unknown,12071,2810015000,0.3,0.3,0.5,0.5,0.0,0.0,0.0,0.16,0.0,1.5,0.07,10.0,12.0,12.0,22.0,130.0,150.0,2.57749593836,0.259395869178,0.0102294230595,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,165542.877596,0.023249000000000006,0.027431,0.24171100000000006,4.627642999999999,0.012504999999999994,0.006481000000000001,0.004023000000000002,0.002792,0.05791600000000001,Melaleuca quinquenervia forest,19.88,428,428
RX429,RXFires,31.491,-81.36,RX,1.0,201608010000Z,10.0,GA,USA,13191,2810015000,0.4,0.7,1.4,1.8,1.8,0.0,0.73,0.08,1.2,1.0,0.03,10.0,12.0,12.0,22.0,130.0,150.0,3.77420492126,0.870207465261,0.619965244194,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,18,5,8,249364.31132,0.05222099999999998,0.061618000000000006,0.5835859999999999,8.298753999999997,0.029098,0.010487,0.009629,0.005160000000000002,0.13838399999999995,Introduced upland vegetation - Treed,13.74,429,429
